record_id,ca_volume,doc_id,scan,ia_url,author,recipient,place,date,scan_pin,orig_page,savage_page,summary_fidelity,omissions,note
ca47-d198,47,198,n35,https://archive.org/details/168036065_81_9_2/page/n35,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Read leaf n35 of 168036065_81_9_2. Run header on this very leaf: '(Doc.s de Echeandia - Continuan)', section head '1826 = S. Diego'; fourth entry: 'Al Com.te de S.n Diego / Mayo 2 ... p. 134 / Que reunsca á el los Civicos de las escoltas de S. Gabriel, S. Juan Capistrano y S. Luis Rey.' Author, recipient, place, date, orig_page and the verbatim quote all match (the catalogue even preserves Savage's odd 'reunsca'). SAVAGE_PAGE = PARTIAL: the field is empty, but the leaf plainly carries both numbers — printed stamp '35', ms '34' in the top right. This is a volume-wide gap in C-A 47 (every ca47 row in the export has savage_page blank), not a one-off. Omissions OK: all five entries on n35 are catalogued (d195 'Segrega á Dimas de la neofía de S. Juan Capistrano' p.132; d196 diezmo p.132; d197 '(doc tachado)' p.133; d198; d199 'Al alc.de de Los Angeles' p.134)."
ca47-d215,47,215,n40,https://archive.org/details/168036065_81_9_2/page/n40,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Read leaf n40 of 168036065_81_9_2 (header '(Doc.s de Echeandia - Continuan)', section '1826 = S. Diego'). Second entry verbatim: 'Al Com.te de S. Diego / Mayo 15 ... p. 151-152 / Que Santiago Argüello está encargado de la habilitacion' — author, recipient, place, date, orig_page and abstract all match. SAVAGE_PAGE = PARTIAL: field empty though the leaf carries printed '39' and ms '38' at the top right. Omissions OK: the leaf's five entries are all catalogued (d214 Fran.co Haro p.150; d215; d216 'A J. M. Herrera... (Lo mismo que precede)' p.152-153; d217 'Que reciba de fr. J.e Sanchez $500 que le ha de dar' p.153; d218 'A fr. José Sanchez... $500 á c.ta de los $1500 que prometió' p.154)."
ca47-d274,47,274,n57,https://archive.org/details/168036065_81_9_2/page/n57,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Read leaf n57 of 168036065_81_9_2. Third entry: '1827 En.o 16 S. Diego / Echeandia al Com.te de Monterey ... p. 8-9' followed by the full abstract, which I checked word by word against the catalogue string: 'Que se forme el Acta de eleccion de Ayuntamiento como deja espresado, y que desde luego quedará eximido del conocimiento de todos los asuntos civiles no concernientes á Misiones ausiliando al alcalde con su parecer como asesor de los asuntos judiciales de prim.a instancia, pero si faltan las formalidades de dha eleccion, que siga como antes encargado de lo civil mientras se constituye legalm.te el ayuntamiento.' Exact. SAVAGE_PAGE = PARTIAL: field empty; magnified the corner — the leaf carries printed '55' and ms '4' (this is where the copyist's own numbering restarts for a new tomo). Omissions OK: n57's four entries = d272 ('Siguen dos decretos sobre licencias de dos sold.s' p.8), d273 ('Sobre reclutas inútiles' p.8), d274, d275 ('Sin interes' p.10)."
ca47-d316,47,316,n67,https://archive.org/details/168036065_81_9_2/page/n67,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Read leaf n67 of 168036065_81_9_2. First full entry: '1827 En.o 26 S. Diego / Echeandia al Com.te de Monterey / Devuelve un of.o p.a que lo firme.   p. 37' — every graded field matches, including the abstract verbatim. SAVAGE_PAGE = PARTIAL: field empty though the leaf carries printed '65' and ms '14'. Omissions OK: the four entries on n67 are catalogued (d316; d317 'al alcalde de S. José Guad.e / Que recibió su escrito' p.37; d318 'al Com.te de S. Fran.co / Que le remite el escrito del alcalde de S. José p.a que proceda como sea justo' p.37; d319 '4 artilleros' p.37-8). Flagged for the span work, not counted against this record: the top of n67 carries the tail of d315 ('pasa temerariam.te cuando dice que como cap.n y com.te de su arma no debe remitirle los presupuestos...'), yet d315's scan is recorded as 'n66' alone rather than n66-n67."
ca47-d833,47,833,n189,https://archive.org/details/168036065_81_9_2/page/n189,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Read leaf n189 of 168036065_81_9_2. First entry verbatim: '1827 En.o 12 San Diego / Echeandia á los M.tros de Relaciones y Hac.da / Sobre coresp.a    p. 471 / p. 472-3 tachadas' — author, the plural recipients (legitimately expanded to 'Ministros de Relaciones y Hacienda'), place, date, orig_page p.471 and the parenthetical 'p.472-3 tachadas' all confirmed. SAVAGE_PAGE = PARTIAL: field empty though the leaf carries printed '185' and ms '134'. Omissions OK: the rest of n189 is covered — the '1827 S. Diego / Echeandia al M.tro de Relaciones' block En.o 12 p.474-6 (d834), En.o 18 'Sin interes' p.476-7 (d835), En.o 19 '(3 doc., p.477-80)' (d836 + d837 'Dos Indices de coresp.a'), and '1827 Mzo 3 S. Diego ... Envia Bando p.480-2' (d838)."
ca47-d1055,47,1055,n267,https://archive.org/details/168036065_81_9_2/page/n267,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Read leaf n267 of 168036065_81_9_2. First entry verbatim: '1828 - S.n Diego. / Echeandia á Com.te de S.ta Barb.a / Julio -18- Sobre repetidas solicitudes de licencia p.a contraer matrimonio con una hija del pais q.e ha hecho Guill.o Dana. - pp. 333-4.' All graded fields match; the '(William G. Dana)' gloss is an editorial identification, not a misreading. SAVAGE_PAGE = PARTIAL: field empty though the leaf carries printed '260' and ms '69'. Omissions OK: the leaf's other entries are catalogued — 'A Cap.n Argüello, Com.te de S.n Fran.co / Julio 18 - Pertenecer sitio de los Zanjones... p.334' (d1056), '19 (3 Docs) pp.335-6' (d1057), '28. Traslada nota q.e en 14 de aquel mes pasó á Alferez Domingo Carrillo p.336' (d1058)."
ca47-d1369,47,1369,n349,https://archive.org/details/168036065_81_9_2/page/n349,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Read leaf n349 of 168036065_81_9_2 (section head '1828 - S.n Diego. / Echeandia á ...'). Fourth entry verbatim: 'A P.e Narciso Durán. / Dic.e 6 - Hacer contrata con Cap.n de Fragata ""Franklin"" de acuerdo con Com.te de S.n Fran.co p.a cambio de cueros y sebo p.r efectos q.e nesecite la guarnicion. - pp. 621-2.' Author, place, date and orig_page match; recipient 'Fr. Narciso Duran' for the leaf's 'P.e Narciso Durán' is a legitimate equivalence (Duran was a Franciscan), so OK. The catalogue silently normalises Savage's 'nesecite' to 'necesite' — trivial, not graded down. SAVAGE_PAGE = PARTIAL: field empty though the leaf carries printed '342' and ms '151'. Omissions OK: n349's other entries are catalogued — d1365 (Richardson's $83 to Mission S. Miguel, p.619), d1366 ('A Cap.n Miguel Gonzales / Remision de docs' p.619), d1367+d1368 ('A Com.te de S.n Fran.co / (2 Docs) pp.620-1'), d1370+d1371 ('(2 Docs) pp.622-3', which run onto n350)."
ca47-d1536,47,1536,n391,https://archive.org/details/168036065_81_9_2/page/n391,OK,OK,OK,OK,OK,OK,PARTIAL,OK,OK,"Leaf read: 168036065_81_9_2 n391 (ink '193' on the header line, printed stamp '384' top right). Header: '+1828 - Sta Barbª / Echeandía á Comte de Compª de Mazatlan.' Second block: 'A Comte de Sn Diego. / Mzo. 13 - (3 Docs) - pp. 794-6 - Procurar aprehension de Tambor de su Compª Juan Astorga, qe se fugó.' Author, recipient, place (Sta Barbª), date (Mzo 13, 1828), orig_page (pp. 794-6), doc-count (3 Docs) and the quoted abstract all match verbatim. savage_page PARTIAL: field is blank although the leaf carries a page number top right ('384' stamped, '193' in Savage's ink); this is systematic, 0/1,626 ca47 rows carry savage_page. Omissions OK: the leaf holds five entry-blocks (pp.793-4, 794-6, 796-8 'sin interés', 798-9, 800) and the catalogue carries all five (d1535-d1539)."
ca48-d67,48,67,n46–n47,https://archive.org/details/168036065_81_10/page/n46,PARTIAL,NA,PARTIAL,OK,OK,NA,PARTIAL,OK,OK,"Leaves read: 168036065_81_10 n46 (stamp 47) and n47 (stamp 48). Foot of n46 carries a STRUCK-THROUGH header, verbatim: '1829. Enº 2. Sn Diego.' with, beneath it, 'Echeandía á &c' — both lines cancelled by a ruled line. n47 is entirely blank (stamp 48). So the record's core claim (header only, then a blank leaf) is verified, as is the date reset: the preceding document (n44-n46, ending 'p. 273-4') is to the Min. de Relaciones dated Nov 1829, and the next catalogued item (n48) is 1829-01-02 to the comandante de Sta Bárbara. author PARTIAL: catalogue gives '—' but the leaf does name 'Echeandía' (struck). place PARTIAL: blank, though the struck header reads 'Sn Diego'. recipient NA: the leaf gives only 'á &c'. orig_page NA: the cancelled header bears no page citation ('p. 273-4' belongs to the preceding document). savage_page PARTIAL: blank though the two leaves are stamped 47 and 48. Summary does not mention that the header is cancelled, but is otherwise accurate. Omissions OK (d66 covers the report above it; nothing else on either leaf)."
ca48-d161,48,161,n77,https://archive.org/details/168036065_81_10/page/n77,OK,OK,PARTIAL,OK,OK,OK,PARTIAL,OK,OK,"Leaf read: 168036065_81_10 n77 (stamp 78). Fourth block, verbatim: 'Id / Al Tenté Ign. Martinez. ""Sitio del Pinole"" / Queda enterado qe sacó su ganado de la mision de Sn Frco pa. la quebrada del Pinole, en cual sitio lo obtuvo el de Luis Antº Arguello. p. 353.' Author (leaf header 'Echeandía'), recipient, date, orig_page p.353 and the abstract all match. place PARTIAL: catalogue blank, but the leaf header reads '1829. Feb. 6. S. Diego.' (ca48 records place for only 119 of 1,209 rows). savage_page PARTIAL: blank though the leaf is stamped 78. Omissions OK: four blocks on the leaf (p.351 Salsipuedes, p.351-2 Isla de los Angs, p.352 al comate de Sn Frco, p.353 Martínez) = catalogue d158-d161."
ca48-d295,48,295,n127,https://archive.org/details/168036065_81_10/page/n127,OK,OK,PARTIAL,OK,OK,OK,PARTIAL,OK,OK,"Leaf read: 168036065_81_10 n127 (ink 127, stamp 128). Verbatim: '+1829. Abril 7. S. Diego. / Echeandía al subtte Juan José Rocha. — / Pide informes sobre los soldados de la compª auxilr de S. Blas, qe estan á su cargo. — p 485-6.' Author, recipient, date, orig_page and abstract all match. place PARTIAL: catalogue blank, leaf header reads 'S. Diego'. savage_page PARTIAL: blank though the leaf is stamped 128. Omissions OK: the leaf holds the tail of the 'Brooklyn'/cuentas item (d294, ending 'p. 484-5'), this item, and the Abril 9 item to 'el capitán de artª, Gonzalez' (d296) — all catalogued."
ca48-d592,48,592,n223,https://archive.org/details/168036065_81_10/page/n223,OK,OK,PARTIAL,OK,OK,OK,PARTIAL,OK,OK,"Leaf read: 168036065_81_10 n223 (ink 223, stamp 224). Last block, verbatim: 'Id. / al alfz Jº Mª Ramirez. / Cuentas militrs' standing under the group head 'Set. 10.  p. 769.' Author (header 'Echeandía'), recipient (expansion of 'alfz Jº Mª Ramirez' is legitimate), date 10 Sep 1829, orig_page p.769 (inherited from the Set. 10 group head, as for d590 and d591) and the abstract 'cuentas militares' all match. place PARTIAL: catalogue blank, leaf header reads '+1829. Set. 9. S. Dº.' savage_page PARTIAL: blank though the leaf is stamped 224. Omissions OK: six blocks on the leaf = catalogue d587-d592."
ca48-d693,48,693,n257,https://archive.org/details/168036065_81_10/page/n257,OK,OK,NA,OK,OK,OK,PARTIAL,PARTIAL,OK,"Leaf read: 168036065_81_10 n257 (ink 258, stamp 259). Verbatim: 'Id. 26.  p. 885-8.  (2 docs) / al comndte de S. Dº / Le manda citar los guardias civicos, pa. asistir á combatir contra Solis si fuera preciso. — Manda prender al sargento Medraño por subversivo al gobno'. Author (chained 'Id.' from '+1829. Nov. 25. / Echeandía'), recipient, date (26), orig_page p.885-8 and the 2-doc count all match. summary_fidelity PARTIAL: the catalogue renders the militia as 'guardias civiles'; the leaf reads 'guardias civicos' (civic militia, a different body from the guardia civil) — and the leaf spells the sergeant 'Medraño'. place NA: unlike the surrounding leaves, this header ('+1829. Nov. 25.') carries no place. savage_page PARTIAL: blank though the leaf is stamped 259. Omissions OK: the four blocks (tail of the Solís circular ending 'pp. 879-84', p.884 recibo, this item, and 'Dic. 4 / al P. de Sn Diego / Cuestion de tierras … p. 888') = d691-d694."
ca48-d739,48,739,n280,https://archive.org/details/168036065_81_10/page/n280,OK,OK,PARTIAL,OK,OK,OK,PARTIAL,PARTIAL,OK,"Leaf read: 168036065_81_10 n280 (stamp 280). Verbatim: 'A Alcalde de los Angeles / "" 18 — Que en virtud de estar escaso el erario, debuelve las armas. p 24.' under the header '+183[0] — Stª Barbara. / Echeandía á Guarda Ramon Estrada' with first entry 'Enº 18'. Author, recipient, date (18 Jan 1830) and orig_page p.24 match. summary_fidelity PARTIAL: the catalogue reads 'the erario having ceased' — the leaf says 'estar escaso el erario' (the treasury being short/scarce, not ceased); and 'debuelve' is indicative ('he returns the arms'), not the imperative the abstract implies. The substance (fiscal shortage → arms returned) is right. place PARTIAL: catalogue blank, leaf header reads 'Stª Barbara' — notable, since the surrounding ca48 headers are San Diego. savage_page PARTIAL: blank though the leaf is stamped 280. Omissions OK: four blocks (p.23 Ramón Estrada, p.24 alcalde, pp.24-25 Carrillos, p.25 Zamorano) = d738-d741."
ca49-d19,49,19,n5,https://archive.org/details/168036065_81_11/page/n5,OK,OK,OK,OK,OK,PARTIAL,OK,OK,OK,"Leaves read: 168036065_81_11 n5 (ink 5, stamp 6) and n6 (ink 6, stamp 7). Head verbatim: '1831 = Marzo 10 = Monty / Victoria á Comtes de Sta Bárbª y Sn Diego = Robos de caballada por los neomejicanos.' Body matches the abstract closely, incl. the continuation on n6: 'se me ha dado parte de haberse internado por Sn Gabriel y pueblo de los Angeles; en razon de que están sucediendo repetidos robos de dhas caballadas como ha acontecido en estos dias en la mision de la Soledad.' savage_page OK (stamp 6 = recorded 6). orig_page PARTIAL: the catalogue records '12–14', but the leaf cites this document only as 'p. 14' (at its close on n6); p.12 is the cite of the preceding circular (d17, 'p. 12') and pp.12-13 of the 4-doc Argüello entry immediately above it (d18, 'p 12-13'), so the span cannot begin at 12 — the true span is 13-14 or 14. End page correct, start page over-extended (the constructed-span pattern). Omissions OK: three blocks on n5 = d17, d18, d19."
ca49-d199,49,199,n57,https://archive.org/details/168036065_81_11/page/n57,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036065_81_11 n57 (ink 57, stamp 58 = recorded savage_page 58). Verbatim: '+1831 = Monty / Victoria á Portilla / Testigos en la causa de Ramirez  p. 125-6. / Novbre 6.  p. 126. / Niega á Ramirez permiso para trasladarse á otro estado de la República.' Every field matches, including both internal page cites. Omissions OK: four blocks on the leaf (p.124 x2 to the Cte de Sn Diego, p.125 Rocha, this Portilla item, p.127 Luis Cuevas Comdo de B[aja] Cal.) = catalogue d197-d200."
ca49-d214,49,214,n61,https://archive.org/details/168036065_81_11/page/n61,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036065_81_11 n61 (ink 61, stamp 62 = recorded savage_page 62). Verbatim: '+1831 = Novbre 12 = Monty / Victoria á Serapio Valdivieso: Su libertad. / Que habiendo cumplido Serapio Valdivieso los dos años de condena á que fué sentenciado, queda libre. p. 135.' Author, recipient, place (Monty), date, orig_page 135 and the abstract ('His liberty — 2-yr sentence served') all match. Omissions OK: three blocks on the leaf (Pasaporte de Padrés p.135, this item p.135, Comte de Sta Bárbara / Diego Banuso p.136) = catalogue d213-d215."
ca49-d619,49,619,n236,https://archive.org/details/168036065_81_11/page/n236,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036065_81_11 n236 (printed stamp 236, handwritten '31.' top right). Third entry: '1840. Dic. 28. Mont. / Fernandez á Sub-Pref.º - S.ª Bárbara — Orden para que procure la conservacion de la paz pública / p. 126'. Every field matches: author Fernandez, recipient Sub-Prefecto de S.ª Bárbara, place Mont. = Monterey, date 28 Dec 1840, orig_page XI·126 = footed 'p. 126', savage_page XI·31 = the handwritten per-tomo leaf number '31.' top right. Omissions: the leaf carries four entries and the catalogue covers all four (d617 p.122 Castañares secretaryship, d618 pp.123-6 ganado, d619, d620 p.126 Alvarado/3 Indians)."
ca49-d822,49,822,n300,https://archive.org/details/168036065_81_11/page/n300,OK,OK,OK,PARTIAL,OK,OK,OK,OK,OK,"Leaf read: 168036065_81_11 n300 (stamp 300, handwritten '17.'). Third entry: '1841. Mont. / Jimeno á Pref.º de 2º Dist.º — Agto. 23 Concesion de terrenos pp. 57-9 (5 doc.) / Set. 7 Ydem. idem. pp. 60-2 (5 doc.) / , 10 id. id. p. 62 (2 doc.)'. DATE = PARTIAL: the catalogue records '1841-08', but the leaf header gives no month at all ('1841. Mont.') and the bundle's own dates run 'Agto. 23' to 'Set. 10' — the recorded value is the start-month only, a short range for a 23 Aug – 10 Sep bundle. orig_page XII·57–62 matches the three footed ranges (57-9, 60-2, 62); savage_page XII·17 = handwritten '17.'; summary's 5+5+2 = 12 docs matches exactly. Omissions: three entries on the leaf, three records (d820, d821, d822)."
ca49-d946,49,946,n337,https://archive.org/details/168036065_81_11/page/n337,OK,OK,OK,OK,OK,OK,OK,WRONG,OK,"Leaf read: 168036065_81_11 n337 (stamp 337, handwritten '54.'). Entry: '1842. Jun.º 1º Mont. / Alvarado á Malarin Presid. del Tribunal: Elecciones. / Participa que la Junta Depart.l ha nombrado en Sesion del 31 de Mayo — á Manuel Castañares para Fiscal del Tribunal y á Eugenio Montenegro, Joaquin Gomez, Tiburcio Tapia y Juan Anza para Ministros 1.º 2.º 3.º y 4.º Suplentes, y para Fiscal Suplente á J.é M.ª Castañares. / p. 177'. SUMMARY = WRONG on three counts, verified at 5x magnification: (1) the fourth appointee is 'Juan Anza', not 'Juan Ayala' — the letterforms are A-n-z-a with no l-ascender; (2) the four men are named 'Ministros 1.º 2.º 3.º y 4.º SUPLENTES' (substitute ministers), and the catalogue's 'Ministers 1–4' drops the qualifier, changing who they are; (3) the catalogue omits the fifth appointment entirely, 'para Fiscal Suplente á J.é M.ª Castañares'. Author, recipient, place, date, orig_page (footed 'p. 177') and savage_page ('54.') all match. Omissions: two entries, two records (d946, d947)."
ca50-d245,50,245,n262,https://archive.org/details/bancarchca_81_12/page/n262,OK,NA,OK,OK,OK,OK,OK,OK,OK,"Leaf read: bancarchca_81_12 n262 (printed stamp '263' top right, small handwritten '5' above it). Second entry: '1799 = Jun 12 = S. Borja / Fr Juan M.ª Salgado / Pide q.e se le mande comparecer delante de sus calumniadores p.ª defender publicam.e su inocencia. / p 85'. Author, place (S. Borja), date (12 Jun 1799) and summary match verbatim. recipient = NA: the entry names no addressee — it is a petition with only the writer's name. orig_page 'p.iii.85' matches the footed 'p 85' (the tomo component 'iii' is a volume-level attribute, not printed on this leaf). savage_page '263' = the printed stamp. Omissions: two entries on the leaf and two records (d244 the 1799 mission informes pp 45-115, d245)."
ca50-d319,50,319,n298,https://archive.org/details/bancarchca_81_12/page/n298,OK,NA,OK,OK,OK,OK,OK,OK,OK,"Leaf read: bancarchca_81_12 n298 (printed stamp '299', handwritten '41'). Third entry: '1805 = Mayo 18 = Loreto. / Arrillaga. / Seg.n revistas hechas p.r J.é de la Guerra á pobladores de Branciforte en 1804, hubo en todos los meses 5. / pp 570 - 83'. Author Arrillaga, place Loreto, date 18 May 1805, orig_page p.iii.570–83 = footed 'pp 570 - 83', savage_page 299 = the printed stamp, and the summary reproduces the abstract's substance exactly. recipient = NA: no addressee on the leaf. Omissions: the leaf holds the tail of d317 (footed 'pp 532 - 6'), d318 ('1804 = Dbre 31 Varias firmas'), and d319 — all three catalogued."
ca50-d409,50,409,n361,https://archive.org/details/bancarchca_81_12/page/n361,OK,NA,OK,OK,OK,OK,OK,OK,OK,"Leaf read: bancarchca_81_12 n361 (printed stamp '362', handwritten '50'). Third entry: '1821 Dic. 31 San Diego / Franc.º Ruiz : Padron de la Jurisdiccion de S.n Diego en 1821 — Poblacion total en 1821 7567 almas / "" "" de indios 6929 / Ministros 8 / Aumento de indios 59 / "" españoles, &c. 115 / pp. 651.-660.' Every figure in the catalogue summary (7,567 / 6,929 / 8 ministers / +59 / +115) matches the leaf. orig_page p.iv.651–60 = footed 'pp. 651.-660.'; savage_page 362 = the printed stamp. Author graded OK: the leaf writes only 'Franc.º Ruiz'; the catalogue's 'Francisco Mª Ruiz' is a legitimate expansion plus authority identification, not a contradiction. recipient = NA (a padrón, no addressee). Omissions: the leaf holds the tail of d407 (footed 'pp. 622.-9'), d408 (Sta Bárbara padrón), d409 — all catalogued."
ca51-d137,51,137,n107,https://archive.org/details/bancarchca_81_13/page/n107,OK,OK,OK,OK,OK,OK,OK,PARTIAL,OK,"Leaf read: bancarchca_81_13 n107 (printed stamp '108', handwritten '65.'). Third entry: '1837. Junio 25. S.ta Bárbara. / José Castro Com.te militar al admor. de S. L. Obispo. / Dá órn. q.e pague en Cueros ó sebos al S.or Etitl la suma de $223$ / p. 671'. Author, recipient, place (S.ta Bárbara), date, orig_page ('p. 671' footed) and savage_page ('108/65' = stamp/hand) all match. SUMMARY = PARTIAL: the catalogue presents its text as a verbatim quote but renders the payee 'Sor. Estil'; at 5x the leaf reads 'Etitl' (E-t-i-t-l — the second character is a crossed t-ascender, not an s; compare the rounded s of 'suma' on the same line). Substance (pay $223 in hides or tallow) is right; the quoted surname's letters are transposed. Omissions: four entries on the leaf, four records (d135 p.668, d136 p.669, d137, d138 pp.672-74); the faint mid-page text is verso show-through, not a document on this leaf."
ca51-d465,51,465,n93,https://archive.org/details/bancarchca_81_13/page/n93,OK,NA,OK,OK,OK,OK,OK,OK,OK,"Leaf read: bancarchca_81_13 n93 (printed stamp '94', handwritten '51.'). Foot of leaf: '1839 = Octubre 3 = San José. / José de Jesus Vallejo. = Estado de ingreso y Egreso / Importa el Ingreso $757.00 / Id. el Egreso 1,633.00 / Diferencia en contra $876.00 / p = 485.' Every quoted figure in the catalogue matches the leaf exactly, as does the title. Author, place, date confirmed; orig_page 'p.485' = footed 'p = 485'; savage_page '94/51' = printed stamp 94 / handwritten 51. recipient = NA (an accounting statement, no addressee). Omissions: the leaf carries only the 'Notas' tail of d113 (footed 'pp = 457 = 81') and this entry — both are catalogued, and the span defect the summary describes is real (d113 is declared n91–93)."
ca52-d1,52,1,n1,https://archive.org/details/bancarchca_81_14/page/n1,OK,OK,PARTIAL,OK,OK,WRONG,WRONG,PARTIAL,OK,"Leaf read: bancarchca_81_14 n1 (printed stamp '2' top right, handwritten '1.' below it; footed 'p. 280.'). Header: '1795 - Jul.º 28 - Mex.º / Virey Branciforte al Gob.r de Calif. : Formacion de informes sobre Misiones'. ORIG_PAGE = WRONG: the catalogue records 'p.2', which is the printed top-right stamp, i.e. the copy volume's own pagination; the leaf's original-tomo citation, inked at the foot and confirmed at 4x, is 'p. 280.' (the project's own standard — reference_ca_citation_format — is that the footed number is the original page and the top-right stamp is the Savage page). The record does carry '280' but only inside the summary string. SAVAGE_PAGE = WRONG: recorded as '—' (asserting none), yet the leaf plainly bears the stamp '2' and a handwritten '1.' at top right. PLACE = PARTIAL: the field is blank although the leaf heads the entry 'Mex.º'; the datum is present in the record but parked in the author field as '(México)'. SUMMARY = PARTIAL: the substance is right (orders a circumstantial report on the missions; forwards a copy of the essential part of the predecessor's report of '30 de Dic.e de 93'), but 'the printed 1792 model' is not supported — the leaf says 'En 22 de Oct.e del año p.p. dirigí á U.S. modelos impresos p.ª las noticias de Mis.nes', i.e. 22 October of the previous year (1794), and the biennial requirement is 'de dos en dos años … en varias R.s Ordenes'. Author (Virey Branciforte, title 'Marqués de' a legitimate identification), recipient ('al Gob.r de Calif.'), date and scan pin all correct. Omissions: n1 carries this document only."
ca53-d124,53,124,n227–228,https://archive.org/details/bancarchca_81_15/page/n227,OK,OK,PARTIAL,OK,PARTIAL,PARTIAL,PARTIAL,OK,OK,"Leaves read: bancarchca_81_15 n227 (top right handwritten '315' over a struck '387', printed stamp '229') and n228 (handwritten '316' over struck '388', stamp '230'). n227 entry 2: '1833. Mayo 6. S. Franc.co / Mariano G. Vallejo á José Figueroa (Carta particular) / Que remite su informe que no había podido concluir: Que esta instruyendo en el manejo de las armas á los reclutas, que quiciera completar el num.º de plazas que faltan á su Comp.ª que le permita bajar al Pueblo de S. José en solicitud de alg.s jovenes p.ª q.e tomen plaza de Soldados, que hará una corrida de Caballada mostrencas que no ha verificado por falta de gente… / pp. 498. 504'. SCAN_PIN = PARTIAL: the document begins AND ends on n227 (its footed citation closes it there); n228 opens a new entry, '1833. Octubre 3 S. Fran.co / Mar.no G. Vallejo al Gral. Figueroa' = Doc 125. The declared span 'n227–228' is one leaf too long. SAVAGE_PAGE = PARTIAL for the same reason: n227 is stamped 229, but 230 is n228, which carries Doc 125. ORIG_PAGE = PARTIAL: the true source-page range IS present but mislabelled — the foot reads 'pp. 498. 504', and these footed ranges run consecutively document-by-document across the volume (Doc 123 = 496-7, this = 498-504, Doc 125 = 505-9), so by the project's own rule they are the ORIGINAL tomo pages, yet the record files them as '(Sav. pp. 498–504)'; the value given as the original page, '315–316', is the copy volume's leaf-tracking pagination and in any case runs one leaf long (the letter sits wholly on the leaf numbered 315). PLACE = PARTIAL: field blank although the leaf heads the entry 'S. Franc.co'; the datum survives only inside the author field as '(San Francisco)'. Author, recipient (incl. 'Carta particular'), date (Mayo 6, 1833) and the summary all match — the '(Ross)' gloss on 'su informe' is a flagged contextual inference, not stated on the leaf. Omissions: n227 holds the tail of Doc 123 (footed 'pp. 496-7') and this letter; n228 holds Doc 125 — all catalogued."
ca54-d102,54,102,n141–n143,https://archive.org/details/bancarchca_81_16/page/n141,WRONG,WRONG,PARTIAL,WRONG,PARTIAL,WRONG,OK,PARTIAL,OK,"Leaves read: bancarchca_81_16 n141 (stamp 142), n142 (stamp 143), n143 (stamp 144). AUTHOR: field holds 'return of the unfit stonemason Manuel Dorotea.' — a sentence fragment lifted from ca54-d101, not an author. n141 heading reads verbatim '+ 1792 = Monterey / Argüello á Arrillaga'; the second act's author on n142 is 'Pablo Soler, Cirujano'. RECIPIENT: empty, yet the leaf heading names him — 'Argüello á Arrillaga'. PLACE: field empty but 'Monterey' is carried in date_text, matching the leaf's '1792 = Monterey'. DATE: summary dates the Dorotea act '(1793 Dec 30)'. The leaf reads '+ 1792 = Monterey' and '+ Diciembre 20.  pp = 18 ≠ 19' — at scale=1 the day digit is a plain '2' (single top loop onto a baseline stroke), visibly unlike the double-bowl '3' of '+ Noviembre 30 (2 docs)' eight lines above it; and the heading year is the identical glyph-string to '1792 = Noviembre 18 = Monterey' and '1792 = Diciembre 14 = México' on n142. No 1793 appears anywhere on n141–n143. (The second half, '1792 Nov 18 Pablo Soler', is correct: n142 'Certifica la imposibilidad de Manuel Doroteo Ruiz para continuar como oficial Cantero'.) SCAN_PIN: both described acts sit on n141 and n142; n143 carries nothing of this record (its Nov 30 / Dic 20 / Dic 28 / Dic 20 entries belong to ca54-d105), so the cited span overshoots by one leaf — consistent with the record's own savage_page 142–143. ORIG_PAGE: recorded '—', but the leaf foots both acts: 'pp = 18 ≠ 19' (Dorotea) and 'p = 20' (Soler certificate). SAVAGE_PAGE: stamps 142 and 143 confirmed. SUMMARY: substance faithful — 'De haber remitido á San Blas al aprendiz Cantero Manuel Doroteo, por incapaz para desempeñar su empleo' — but carries the wrong date; leaf spells 'Doroteo', record 'Dorotea'. OMISSIONS: none; the rest of n141–n143 is carried by ca54-d101, d103, d104, d105."
